,timestamp,value,label
0,2014-04-01 00:00:00,19.761251902999998,0
1,2014-04-01 00:05:00,20.500833287,0
2,2014-04-01 00:10:00,19.9616414445,0
3,2014-04-01 00:15:00,21.4902660734,0
4,2014-04-01 00:20:00,20.1877394098,0
5,2014-04-01 00:25:00,19.9231256718,0
6,2014-04-01 00:30:00,21.698403961700002,0
7,2014-04-01 00:35:00,20.8787583842,0
8,2014-04-01 00:40:00,18.4461996294,0
9,2014-04-01 00:45:00,18.7108178448,0
10,2014-04-01 00:50:00,21.148491451800002,0
11,2014-04-01 00:55:00,21.3434052847,0
12,2014-04-01 01:00:00,20.1807633164,0
13,2014-04-01 01:05:00,20.217820911500002,0
14,2014-04-01 01:10:00,20.527731851400002,0
15,2014-04-01 01:15:00,19.7564630971,0
16,2014-04-01 01:20:00,20.7207964939,0
17,2014-04-01 01:25:00,18.4339250303,0
18,2014-04-01 01:30:00,21.845116969499998,0
19,2014-04-01 01:35:00,21.0006192952,0
20,2014-04-01 01:40:00,20.524696816,0
21,2014-04-01 01:45:00,19.265288228,0
22,2014-04-01 01:50:00,18.6438219498,0
23,2014-04-01 01:55:00,19.6373718553,0
24,2014-04-01 02:00:00,20.6463069623,0
25,2014-04-01 02:05:00,20.534838973699998,0
26,2014-04-01 02:10:00,19.530564620299998,0
27,2014-04-01 02:15:00,20.4531455753,0
28,2014-04-01 02:20:00,21.2549931823,0
29,2014-04-01 02:25:00,18.1051390894,0
30,2014-04-01 02:30:00,19.8024841917,0
31,2014-04-01 02:35:00,21.0342209139,0
32,2014-04-01 02:40:00,20.1845778819,0
33,2014-04-01 02:45:00,20.6059043517,0
34,2014-04-01 02:50:00,20.0667055704,0
35,2014-04-01 02:55:00,21.967498178699998,0
36,2014-04-01 03:00:00,18.218486146,0
37,2014-04-01 03:05:00,19.964179287100002,0
38,2014-04-01 03:10:00,18.3656661965,0
39,2014-04-01 03:15:00,18.6391422485,0
40,2014-04-01 03:20:00,19.5321534017,0
41,2014-04-01 03:25:00,18.622160366,0
42,2014-04-01 03:30:00,21.854748663800002,0
43,2014-04-01 03:35:00,21.7871591069,0
44,2014-04-01 03:40:00,19.3444385849,0
45,2014-04-01 03:45:00,20.5589908482,0
46,2014-04-01 03:50:00,20.1350132824,0
47,2014-04-01 03:55:00,21.262347922100002,0
48,2014-04-01 04:00:00,20.5097824393,0
49,2014-04-01 04:05:00,18.001009818,0
50,2014-04-01 04:10:00,21.0526975424,0
51,2014-04-01 04:15:00,20.9873924852,0
52,2014-04-01 04:20:00,20.0388908223,0
